fecha,producto_id,categoria,tipo_demanda,ventas_diarias,promocion_activa,campana_marketing
2023-12-17,22,Belleza,Estacional,202,Ninguna,Ninguna
2023-12-18,22,Belleza,Estacional,138,Ninguna,Ninguna
2023-12-19,22,Belleza,Estacional,142,Ninguna,Ninguna
2023-12-20,22,Belleza,Estacional,225,Ninguna,Ninguna
2023-12-21,22,Belleza,Estacional,194,Ninguna,Ninguna
2023-12-22,22,Belleza,Estacional,163,Ninguna,Ninguna
2023-12-23,22,Belleza,Estacional,204,Ninguna,Ninguna
2023-12-24,22,Belleza,Estacional,200,Ninguna,Ninguna
2023-12-25,22,Belleza,Estacional,192,Ninguna,Ninguna
2023-12-26,22,Belleza,Estacional,129,Ninguna,Ninguna
2023-12-27,22,Belleza,Estacional,184,Ninguna,Ninguna
2023-12-28,22,Belleza,Estacional,153,Ninguna,Ninguna
2023-12-29,22,Belleza,Estacional,170,Ninguna,Ninguna
2023-12-30,22,Belleza,Estacional,237,Ninguna,Ninguna
2023-12-31,22,Belleza,Estacional,216,Ninguna,Ninguna
2024-01-01,22,Belleza,Estacional,42,Ninguna,Ninguna
2024-01-02,22,Belleza,Estacional,39,Ninguna,Ninguna
2024-01-03,22,Belleza,Estacional,40,Ninguna,Ninguna
2024-01-04,22,Belleza,Estacional,41,Ninguna,Ninguna
2024-01-05,22,Belleza,Estacional,39,Ninguna,Ninguna
2024-01-06,22,Belleza,Estacional,64,Ninguna,Ninguna
2024-01-07,22,Belleza,Estacional,34,Ninguna,Ninguna
2024-01-08,22,Belleza,Estacional,32,Ninguna,Ninguna
2024-01-09,22,Belleza,Estacional,39,Ninguna,Ninguna
2024-01-10,22,Belleza,Estacional,31,Ninguna,Ninguna
2024-01-11,22,Belleza,Estacional,24,Ninguna,Ninguna
2024-01-12,22,Belleza,Estacional,26,Ninguna,Ninguna
2024-01-13,22,Belleza,Estacional,43,Ninguna,Ninguna
2024-01-14,22,Belleza,Estacional,33,Ninguna,Ninguna
2024-01-15,22,Belleza,Estacional,17,Ninguna,Ninguna
2024-01-16,22,Belleza,Estacional,15,Ninguna,Ninguna
2024-01-17,22,Belleza,Estacional,15,Ninguna,Ninguna
2024-01-18,22,Belleza,Estacional,9,Ninguna,Ninguna
2024-01-19,22,Belleza,Estacional,7,Ninguna,Ninguna
2024-01-20,22,Belleza,Estacional,8,Ninguna,Ninguna
2024-01-21,22,Belleza,Estacional,4,Ninguna,Ninguna
2024-01-22,22,Belleza,Estacional,1,Ninguna,Ninguna
2024-01-23,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-01-24,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-01-25,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-01-26,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-01-27,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-01-28,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-01-29,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-01-30,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-01-31,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-01,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-02,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-03,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-04,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-05,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-06,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-07,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-08,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-09,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-10,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-11,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-12,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-13,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-14,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-15,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-16,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-17,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-18,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-19,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-20,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-21,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-22,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-23,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-24,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-25,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-26,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-27,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-28,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-02-29,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-01,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-02,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-03,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-04,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-05,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-06,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-07,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-08,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-09,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-10,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-11,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-12,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-13,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-14,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-15,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-16,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-17,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-18,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-19,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-20,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-21,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-22,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-23,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-24,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-25,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-26,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-27,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-28,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-29,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-30,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-03-31,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-01,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-02,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-03,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-04,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-05,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-06,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-07,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-08,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-09,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-10,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-11,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-12,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-13,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-14,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-15,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-16,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-17,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-18,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-19,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-20,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-21,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-22,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-23,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-24,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-25,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-26,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-27,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-28,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-29,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-04-30,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-01,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-02,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-03,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-04,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-05,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-06,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-07,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-08,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-09,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-10,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-11,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-12,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-13,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-14,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-15,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-16,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-17,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-18,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-19,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-20,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-21,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-22,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-23,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-24,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-25,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-26,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-27,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-28,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-29,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-30,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-05-31,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-06-01,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-06-02,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-06-03,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-06-04,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-06-05,22,Belleza,Estacional,0,Ninguna,Ninguna
2024-06-06,22,Belleza,Estacional,2,Ninguna,Ninguna
2024-06-07,22,Belleza,Estacional,4,Ninguna,Ninguna
2024-06-08,22,Belleza,Estacional,8,Ninguna,Ninguna
2024-06-09,22,Belleza,Estacional,13,Ninguna,Ninguna
2024-06-10,22,Belleza,Estacional,12,Ninguna,Ninguna
2024-06-11,22,Belleza,Estacional,19,Ninguna,Ninguna
2024-06-12,22,Belleza,Estacional,16,Ninguna,Ninguna
2024-06-13,22,Belleza,Estacional,17,Ninguna,Ninguna
2024-06-14,22,Belleza,Estacional,23,Ninguna,Ninguna
2024-06-15,22,Belleza,Estacional,28,Ninguna,Ninguna
2024-06-16,22,Belleza,Estacional,38,Ninguna,Ninguna
2024-06-17,22,Belleza,Estacional,30,Ninguna,Ninguna
2024-06-18,22,Belleza,Estacional,40,Ninguna,Ninguna
2024-06-19,22,Belleza,Estacional,37,Ninguna,Ninguna
2024-06-20,22,Belleza,Estacional,28,Ninguna,Ninguna
2024-06-21,22,Belleza,Estacional,31,Ninguna,Ninguna
2024-06-22,22,Belleza,Estacional,59,Ninguna,Ninguna
2024-06-23,22,Belleza,Estacional,83,Ninguna,Ninguna
2024-06-24,22,Belleza,Estacional,44,Ninguna,Ninguna
2024-06-25,22,Belleza,Estacional,79,Ninguna,Ninguna
2024-06-26,22,Belleza,Estacional,64,Ninguna,Ninguna
2024-06-27,22,Belleza,Estacional,45,Ninguna,Ninguna
2024-06-28,22,Belleza,Estacional,87,Ninguna,Ninguna
2024-06-29,22,Belleza,Estacional,140,Ninguna,Ninguna
2024-06-30,22,Belleza,Estacional,73,Ninguna,Ninguna
2024-07-01,22,Belleza,Estacional,55,Ninguna,Ninguna
2024-07-02,22,Belleza,Estacional,74,Ninguna,Ninguna
2024-07-03,22,Belleza,Estacional,61,Ninguna,Ninguna
2024-07-04,22,Belleza,Estacional,86,Ninguna,Ninguna
2024-07-05,22,Belleza,Estacional,96,Ninguna,Ninguna
2024-07-06,22,Belleza,Estacional,139,Ninguna,Ninguna
2024-07-07,22,Belleza,Estacional,159,Ninguna,Ninguna
2024-07-08,22,Belleza,Estacional,81,Ninguna,Ninguna
2024-07-09,22,Belleza,Estacional,99,Ninguna,Ninguna
2024-07-10,22,Belleza,Estacional,119,Ninguna,Ninguna
2024-07-11,22,Belleza,Estacional,94,Ninguna,Ninguna
2024-07-12,22,Belleza,Estacional,87,Ninguna,Ninguna
2024-07-13,22,Belleza,Estacional,198,Ninguna,Ninguna
2024-07-14,22,Belleza,Estacional,233,Ninguna,Ninguna
2024-07-15,22,Belleza,Estacional,106,Ninguna,Ninguna
2024-07-16,22,Belleza,Estacional,137,Ninguna,Ninguna
2024-07-17,22,Belleza,Estacional,137,Ninguna,Ninguna
2024-07-18,22,Belleza,Estacional,115,Ninguna,Ninguna
2024-07-19,22,Belleza,Estacional,108,Ninguna,Ninguna
2024-07-20,22,Belleza,Estacional,198,Ninguna,Ninguna
2024-07-21,22,Belleza,Estacional,180,Ninguna,Ninguna
2024-07-22,22,Belleza,Estacional,135,Ninguna,Ninguna
2024-07-23,22,Belleza,Estacional,145,Ninguna,Ninguna
2024-07-24,22,Belleza,Estacional,95,Ninguna,Ninguna
2024-07-25,22,Belleza,Estacional,179,Ninguna,Ninguna
2024-07-26,22,Belleza,Estacional,198,Ninguna,Ninguna
2024-07-27,22,Belleza,Estacional,333,Ninguna,Ninguna
2024-07-28,22,Belleza,Estacional,198,Ninguna,Ninguna
2024-07-29,22,Belleza,Estacional,133,Ninguna,Ninguna
2024-07-30,22,Belleza,Estacional,159,Ninguna,Ninguna
2024-07-31,22,Belleza,Estacional,149,Ninguna,Ninguna
2024-08-01,22,Belleza,Estacional,99,Ninguna,Ninguna
2024-08-02,22,Belleza,Estacional,154,Ninguna,Ninguna
2024-08-03,22,Belleza,Estacional,212,Ninguna,Ninguna
2024-08-04,22,Belleza,Estacional,203,Ninguna,Ninguna
2024-08-05,22,Belleza,Estacional,125,Ninguna,Ninguna
2024-08-06,22,Belleza,Estacional,199,Ninguna,Ninguna
2024-08-07,22,Belleza,Estacional,119,Ninguna,Ninguna
2024-08-08,22,Belleza,Estacional,173,Ninguna,Ninguna
2024-08-09,22,Belleza,Estacional,112,Ninguna,Ninguna
2024-08-10,22,Belleza,Estacional,349,Ninguna,Ninguna
2024-08-11,22,Belleza,Estacional,290,Ninguna,Ninguna
2024-08-12,22,Belleza,Estacional,233,Ninguna,Ninguna
2024-08-13,22,Belleza,Estacional,209,Ninguna,Ninguna
2024-08-14,22,Belleza,Estacional,175,Ninguna,Ninguna
2024-08-15,22,Belleza,Estacional,210,Ninguna,Ninguna
2024-08-16,22,Belleza,Estacional,160,Ninguna,Ninguna
2024-08-17,22,Belleza,Estacional,403,Ninguna,Ninguna
2024-08-18,22,Belleza,Estacional,518,Ninguna,Ninguna
2024-08-19,22,Belleza,Estacional,164,Ninguna,Ninguna
2024-08-20,22,Belleza,Estacional,174,Ninguna,Ninguna
2024-08-21,22,Belleza,Estacional,229,Ninguna,Ninguna
2024-08-22,22,Belleza,Estacional,168,Ninguna,Ninguna
2024-08-23,22,Belleza,Estacional,207,Ninguna,Ninguna
2024-08-24,22,Belleza,Estacional,246,Ninguna,Ninguna
2024-08-25,22,Belleza,Estacional,245,Ninguna,Ninguna
2024-08-26,22,Belleza,Estacional,266,Ninguna,Ninguna
2024-08-27,22,Belleza,Estacional,226,Ninguna,Ninguna
2024-08-28,22,Belleza,Estacional,236,Ninguna,Ninguna
2024-08-29,22,Belleza,Estacional,204,Ninguna,Ninguna
2024-08-30,22,Belleza,Estacional,223,Ninguna,Ninguna
2024-08-31,22,Belleza,Estacional,278,Ninguna,Ninguna
2024-09-01,22,Belleza,Estacional,240,Ninguna,Ninguna
2024-09-02,22,Belleza,Estacional,135,Ninguna,Ninguna
2024-09-03,22,Belleza,Estacional,130,Ninguna,Ninguna
2024-09-04,22,Belleza,Estacional,137,Ninguna,Ninguna
2024-09-05,22,Belleza,Estacional,133,Ninguna,Ninguna
2024-09-06,22,Belleza,Estacional,165,Ninguna,Ninguna
2024-09-07,22,Belleza,Estacional,235,Ninguna,Ninguna
2024-09-08,22,Belleza,Estacional,210,Ninguna,Ninguna
2024-09-09,22,Belleza,Estacional,185,Ninguna,Ninguna
2024-09-10,22,Belleza,Estacional,181,Ninguna,Ninguna
2024-09-11,22,Belleza,Estacional,142,Ninguna,Ninguna
2024-09-12,22,Belleza,Estacional,122,Ninguna,Ninguna
2024-09-13,22,Belleza,Estacional,173,Ninguna,Ninguna
2024-09-14,22,Belleza,Estacional,259,Ninguna,Ninguna
2024-09-15,22,Belleza,Estacional,211,Ninguna,Ninguna
2024-09-16,22,Belleza,Estacional,142,Ninguna,Ninguna
2024-09-17,22,Belleza,Estacional,136,Ninguna,Ninguna
2024-09-18,22,Belleza,Estacional,143,Ninguna,Ninguna
2024-09-19,22,Belleza,Estacional,130,Ninguna,Ninguna
2024-09-20,22,Belleza,Estacional,121,Ninguna,Ninguna
2024-09-21,22,Belleza,Estacional,272,Ninguna,Ninguna
2024-09-22,22,Belleza,Estacional,171,Ninguna,Ninguna
2024-09-23,22,Belleza,Estacional,135,Ninguna,Ninguna
2024-09-24,22,Belleza,Estacional,119,Ninguna,Ninguna
2024-09-25,22,Belleza,Estacional,131,Ninguna,Ninguna
2024-09-26,22,Belleza,Estacional,197,Ninguna,Ninguna
2024-09-27,22,Belleza,Estacional,167,Ninguna,Ninguna
2024-09-28,22,Belleza,Estacional,263,Ninguna,Ninguna
2024-09-29,22,Belleza,Estacional,218,Ninguna,Ninguna
2024-09-30,22,Belleza,Estacional,150,Ninguna,Ninguna
2024-10-01,22,Belleza,Estacional,165,Ninguna,Ninguna
2024-10-02,22,Belleza,Estacional,137,Ninguna,Ninguna
2024-10-03,22,Belleza,Estacional,103,Ninguna,Ninguna
2024-10-04,22,Belleza,Estacional,212,Ninguna,Ninguna
2024-10-05,22,Belleza,Estacional,294,Ninguna,Ninguna
2024-10-06,22,Belleza,Estacional,162,Ninguna,Ninguna
2024-10-07,22,Belleza,Estacional,143,Ninguna,Ninguna
2024-10-08,22,Belleza,Estacional,117,Ninguna,Ninguna
2024-10-09,22,Belleza,Estacional,128,Ninguna,Ninguna
2024-10-10,22,Belleza,Estacional,156,Ninguna,Ninguna
2024-10-11,22,Belleza,Estacional,159,Ninguna,Ninguna
2024-10-12,22,Belleza,Estacional,140,Ninguna,Ninguna
2024-10-13,22,Belleza,Estacional,220,Ninguna,Ninguna
2024-10-14,22,Belleza,Estacional,204,Ninguna,Ninguna
2024-10-15,22,Belleza,Estacional,156,Ninguna,Ninguna
2024-10-16,22,Belleza,Estacional,135,Ninguna,Ninguna
2024-10-17,22,Belleza,Estacional,177,Ninguna,Ninguna
2024-10-18,22,Belleza,Estacional,123,Ninguna,Ninguna
2024-10-19,22,Belleza,Estacional,168,Ninguna,Ninguna
2024-10-20,22,Belleza,Estacional,215,Ninguna,Ninguna
2024-10-21,22,Belleza,Estacional,149,Ninguna,Ninguna
2024-10-22,22,Belleza,Estacional,157,Ninguna,Ninguna
2024-10-23,22,Belleza,Estacional,115,Ninguna,Ninguna
2024-10-24,22,Belleza,Estacional,142,Ninguna,Ninguna
2024-10-25,22,Belleza,Estacional,119,Ninguna,Ninguna
2024-10-26,22,Belleza,Estacional,227,Ninguna,Ninguna
2024-10-27,22,Belleza,Estacional,219,Ninguna,Ninguna
2024-10-28,22,Belleza,Estacional,142,Ninguna,Ninguna
2024-10-29,22,Belleza,Estacional,157,Ninguna,Ninguna
2024-10-30,22,Belleza,Estacional,143,Ninguna,Ninguna
2024-10-31,22,Belleza,Estacional,120,Ninguna,Ninguna
2024-11-01,22,Belleza,Estacional,166,Ninguna,Ninguna
2024-11-02,22,Belleza,Estacional,181,Ninguna,Ninguna
2024-11-03,22,Belleza,Estacional,240,Ninguna,Ninguna
2024-11-04,22,Belleza,Estacional,131,Ninguna,Ninguna
2024-11-05,22,Belleza,Estacional,136,Ninguna,Ninguna
2024-11-06,22,Belleza,Estacional,140,Ninguna,Ninguna
2024-11-07,22,Belleza,Estacional,84,Ninguna,Ninguna
2024-11-08,22,Belleza,Estacional,116,Ninguna,Ninguna
2024-11-09,22,Belleza,Estacional,181,Ninguna,Ninguna
2024-11-10,22,Belleza,Estacional,229,Ninguna,Ninguna
2024-11-11,22,Belleza,Estacional,93,Ninguna,Ninguna
2024-11-12,22,Belleza,Estacional,84,Ninguna,Ninguna
2024-11-13,22,Belleza,Estacional,112,Ninguna,Ninguna
2024-11-14,22,Belleza,Estacional,172,Ninguna,Ninguna
2024-11-15,22,Belleza,Estacional,107,Ninguna,Ninguna
2024-11-16,22,Belleza,Estacional,207,Ninguna,Ninguna
2024-11-17,22,Belleza,Estacional,197,Ninguna,Ninguna
2024-11-18,22,Belleza,Estacional,107,Ninguna,Ninguna
2024-11-19,22,Belleza,Estacional,104,Ninguna,Ninguna
2024-11-20,22,Belleza,Estacional,100,Ninguna,Ninguna
2024-11-21,22,Belleza,Estacional,124,Ninguna,Ninguna
2024-11-22,22,Belleza,Estacional,93,Ninguna,Ninguna
2024-11-23,22,Belleza,Estacional,171,Ninguna,Ninguna
2024-11-24,22,Belleza,Estacional,94,Ninguna,Ninguna
2024-11-25,22,Belleza,Estacional,96,Ninguna,Ninguna
2024-11-26,22,Belleza,Estacional,88,Ninguna,Ninguna
2024-11-27,22,Belleza,Estacional,105,Ninguna,Ninguna
2024-11-28,22,Belleza,Estacional,98,Ninguna,Ninguna
2024-11-29,22,Belleza,Estacional,130,Ninguna,Ninguna
2024-11-30,22,Belleza,Estacional,121,Ninguna,Ninguna
2024-12-01,22,Belleza,Estacional,171,Ninguna,Ninguna
2024-12-02,22,Belleza,Estacional,94,Ninguna,Ninguna
2024-12-03,22,Belleza,Estacional,112,Ninguna,Ninguna
2024-12-04,22,Belleza,Estacional,98,Ninguna,Ninguna
2024-12-05,22,Belleza,Estacional,153,Ninguna,Ninguna
2024-12-06,22,Belleza,Estacional,160,Ninguna,Ninguna
2024-12-07,22,Belleza,Estacional,139,Ninguna,Ninguna
2024-12-08,22,Belleza,Estacional,222,Ninguna,Ninguna
2024-12-09,22,Belleza,Estacional,141,Ninguna,Ninguna
2024-12-10,22,Belleza,Estacional,135,Ninguna,Ninguna
2024-12-11,22,Belleza,Estacional,103,Ninguna,Ninguna
2024-12-12,22,Belleza,Estacional,183,Ninguna,Ninguna
2024-12-13,22,Belleza,Estacional,124,Ninguna,Ninguna
2024-12-14,22,Belleza,Estacional,240,Ninguna,Ninguna
2024-12-15,22,Belleza,Estacional,248,Ninguna,Ninguna
2024-12-16,22,Belleza,Estacional,97,Ninguna,Ninguna
2024-12-17,22,Belleza,Estacional,147,Ninguna,Ninguna
2024-12-18,22,Belleza,Estacional,164,Ninguna,Ninguna
2024-12-19,22,Belleza,Estacional,119,Ninguna,Ninguna
2024-12-20,22,Belleza,Estacional,110,Ninguna,Ninguna
2024-12-21,22,Belleza,Estacional,208,Ninguna,Ninguna
2024-12-22,22,Belleza,Estacional,251,Ninguna,Ninguna
2024-12-23,22,Belleza,Estacional,133,Ninguna,Ninguna
2024-12-24,22,Belleza,Estacional,164,Ninguna,Ninguna
2024-12-25,22,Belleza,Estacional,172,Ninguna,Ninguna
2024-12-26,22,Belleza,Estacional,224,Ninguna,Ninguna
2024-12-27,22,Belleza,Estacional,150,Ninguna,Ninguna
2024-12-28,22,Belleza,Estacional,239,Ninguna,Ninguna
2024-12-29,22,Belleza,Estacional,250,Ninguna,Ninguna
2024-12-30,22,Belleza,Estacional,159,Ninguna,Ninguna
2024-12-31,22,Belleza,Estacional,137,Ninguna,Ninguna
2025-01-01,22,Belleza,Estacional,46,Ninguna,Ninguna
2025-01-02,22,Belleza,Estacional,40,Ninguna,Ninguna
2025-01-03,22,Belleza,Estacional,49,Ninguna,Ninguna
2025-01-04,22,Belleza,Estacional,44,Ninguna,Ninguna
2025-01-05,22,Belleza,Estacional,59,Ninguna,Ninguna
2025-01-06,22,Belleza,Estacional,41,Ninguna,Ninguna
2025-01-07,22,Belleza,Estacional,39,Ninguna,Ninguna
2025-01-08,22,Belleza,Estacional,32,Ninguna,Ninguna
2025-01-09,22,Belleza,Estacional,37,Ninguna,Ninguna
2025-01-10,22,Belleza,Estacional,21,Ninguna,Ninguna
2025-01-11,22,Belleza,Estacional,32,Ninguna,Ninguna
2025-01-12,22,Belleza,Estacional,32,Ninguna,Ninguna
2025-01-13,22,Belleza,Estacional,19,Ninguna,Ninguna
2025-01-14,22,Belleza,Estacional,13,Ninguna,Ninguna
2025-01-15,22,Belleza,Estacional,17,Ninguna,Ninguna
2025-01-16,22,Belleza,Estacional,10,Ninguna,Ninguna
2025-01-17,22,Belleza,Estacional,10,Ninguna,Ninguna
2025-01-18,22,Belleza,Estacional,13,Ninguna,Ninguna
2025-01-19,22,Belleza,Estacional,7,Ninguna,Ninguna
2025-01-20,22,Belleza,Estacional,3,Ninguna,Ninguna
2025-01-21,22,Belleza,Estacional,1,Ninguna,Ninguna
2025-01-22,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-01-23,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-01-24,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-01-25,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-01-26,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-01-27,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-01-28,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-01-29,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-01-30,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-01-31,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-02-01,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-02-02,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-02-03,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-02-04,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-02-05,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-02-06,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-02-07,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-02-08,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-02-09,22,Belleza,Estacional,0,Ninguna,Ninguna
2025-02-10,22,Belleza,Estacional,0,Ninguna,Ninguna
